service_id,date,exception_type
160178,20270101,2
160178,20270216,2
160178,20270311,2
160178,20260501,2
160178,20260624,2
160178,20260706,2
160178,20260815,2
160178,20261101,2
160178,20261102,2
160178,20261224,2
160178,20261225,2
160178,20261226,2
160178,20261227,2
160178,20270103,2
160185,20270101,2
160185,20270216,2
160185,20270311,2
160185,20260501,2
160185,20260624,2
160185,20260706,2
160185,20260815,2
160185,20261101,2
160185,20261102,2
160185,20261224,2
160185,20261225,2
160185,20261226,2
160185,20261227,2
160185,20270103,2
160341,20270101,2
160341,20270216,2
160341,20270311,2
160341,20260501,2
160341,20260624,2
160341,20260706,2
160341,20260815,2
160341,20261101,2
160341,20261102,2
160341,20261224,2
160341,20261225,2
160341,20261226,2
160341,20261227,2
160341,20270103,2
160342,20270101,1
160342,20270216,1
160342,20270311,1
160342,20260501,1
160342,20260624,1
160342,20260706,1
160342,20260815,1
160342,20261101,1
160342,20261102,1
160342,20261224,1
160342,20261225,1
160342,20261226,1
160342,20261227,1
160342,20270103,1
157535,20270101,2
157535,20270216,2
157535,20270311,2
157535,20260501,2
157535,20260624,2
157535,20260706,2
157535,20260815,2
157535,20261101,2
157535,20261102,2
157535,20261224,2
157535,20261225,2
157535,20261226,2
157535,20261227,2
157535,20270103,2
157536,20270101,2
157536,20270216,2
157536,20270311,2
157536,20260501,2
157536,20260624,2
157536,20260706,2
157536,20260815,2
157536,20261101,2
157536,20261102,2
157536,20261224,2
